A_market,A_tier_points_level,A_bld,bookingLeadMonths,A_productName,B_AncillaryCategory
long haul,ag,70,2.333333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,49,1.633333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,22,0.733333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,31,1.033333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,44,1.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,27,0.9,extra bags - pre booking,extra bags - pre booking
domestic,ag,50,1.666666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,91,3.033333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,18,0.6,extra bags - pre booking,extra bags - pre booking
long haul,ag,194,6.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,45,1.5,extra bags - pre booking,extra bags - pre booking
tasman,ag,94,3.133333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,149,4.966666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,80,2.666666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,51,1.7,extra bags - pre booking,extra bags - pre booking
domestic,ag,94,3.133333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,122,4.066666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,13,0.433333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,58,1.933333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,78,2.6,extra bags - pre booking,extra bags - pre booking
long haul,ag,21,0.7,extra bags - pre booking,extra bags - pre booking
pacific,ag,22,0.733333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,14,0.466666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,304,10.13333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,6,0.2,extra bags - pre booking,extra bags - pre booking
domestic,ag,62,2.066666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,85,2.833333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,292,9.733333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,25,0.833333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,23,0.766666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,22,0.733333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,27,0.9,extra bags - pre booking,extra bags - pre booking
tasman,ag,8,0.266666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,83,2.766666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,178,5.933333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,156,5.2,extra bags - pre booking,extra bags - pre booking
domestic,ag,89,2.966666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,87,2.9,extra bags - pre booking,extra bags - pre booking
long haul,ag,208,6.933333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,2,0.066666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,125,4.166666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,197,6.566666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,224,7.466666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,47,1.566666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,89,2.966666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,80,2.666666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,71,2.366666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,1,0.033333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,299,9.966666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,66,2.2,extra bags - pre booking,extra bags - pre booking
domestic,ag,126,4.2,extra bags - pre booking,extra bags - pre booking
pacific,ag,91,3.033333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,157,5.233333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,138,4.6,extra bags - pre booking,extra bags - pre booking
tasman,ag,116,3.866666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,150,5,extra bags - pre booking,extra bags - pre booking
pacific,ag,65,2.166666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,2,0.066666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,4,0.133333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,33,1.1,extra bags - pre booking,extra bags - pre booking
tasman,ag,29,0.966666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,169,5.633333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,79,2.633333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,190,6.333333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,24,0.8,extra bags - pre booking,extra bags - pre booking
tasman,ag,35,1.166666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,86,2.866666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,44,1.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,350,11.66666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,169,5.633333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,330,11,extra bags - pre booking,extra bags - pre booking
pacific,ag,20,0.666666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,61,2.033333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,202,6.733333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,180,6,extra bags - pre booking,extra bags - pre booking
domestic,ag,11,0.366666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,243,8.1,extra bags - pre booking,extra bags - pre booking
tasman,ag,214,7.133333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,40,1.333333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,39,1.3,extra bags - pre booking,extra bags - pre booking
long haul,ag,344,11.46666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,117,3.9,extra bags - pre booking,extra bags - pre booking
long haul,ag,39,1.3,extra bags - pre booking,extra bags - pre booking
tasman,ag,21,0.7,extra bags - pre booking,extra bags - pre booking
domestic,ag,223,7.433333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,30,1,extra bags - pre booking,extra bags - pre booking
domestic,ag,128,4.266666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,190,6.333333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,24,0.8,extra bags - pre booking,extra bags - pre booking
tasman,ag,100,3.333333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,64,2.133333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,39,1.3,extra bags - pre booking,extra bags - pre booking
tasman,ag,27,0.9,extra bags - pre booking,extra bags - pre booking
domestic,ag,305,10.16666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,34,1.133333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,144,4.8,extra bags - pre booking,extra bags - pre booking
domestic,ag,186,6.2,extra bags - pre booking,extra bags - pre booking
domestic,ag,297,9.9,extra bags - pre booking,extra bags - pre booking
tasman,ag,0,0,extra bags - pre booking,extra bags - pre booking
long haul,ag,26,0.866666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,48,1.6,extra bags - pre booking,extra bags - pre booking
long haul,ag,40,1.333333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,299,9.966666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,24,0.8,extra bags - pre booking,extra bags - pre booking
tasman,ag,123,4.1,extra bags - pre booking,extra bags - pre booking
tasman,ag,129,4.3,extra bags - pre booking,extra bags - pre booking
domestic,ag,175,5.833333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,219,7.3,extra bags - pre booking,extra bags - pre booking
domestic,ag,292,9.733333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,53,1.766666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,43,1.433333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,73,2.433333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,150,5,extra bags - pre booking,extra bags - pre booking
tasman,ag,56,1.866666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,19,0.633333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,140,4.666666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,37,1.233333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,263,8.766666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,161,5.366666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,23,0.766666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,50,1.666666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,314,10.46666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,109,3.633333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,46,1.533333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,284,9.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,124,4.133333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,312,10.4,extra bags - pre booking,extra bags - pre booking
tasman,ag,310,10.33333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,169,5.633333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,4,0.133333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,166,5.533333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,8,0.266666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,47,1.566666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,54,1.8,extra bags - pre booking,extra bags - pre booking
domestic,ag,31,1.033333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,44,1.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,90,3,extra bags - pre booking,extra bags - pre booking
domestic,ag,33,1.1,extra bags - pre booking,extra bags - pre booking
long haul,ag,8,0.266666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,17,0.566666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,32,1.066666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,29,0.966666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,251,8.366666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,66,2.2,extra bags - pre booking,extra bags - pre booking
domestic,ag,34,1.133333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,182,6.066666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,89,2.966666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,317,10.56666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,315,10.5,extra bags - pre booking,extra bags - pre booking
long haul,ag,94,3.133333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,10,0.333333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,174,5.8,extra bags - pre booking,extra bags - pre booking
tasman,ag,59,1.966666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,56,1.866666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,5,0.166666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,81,2.7,extra bags - pre booking,extra bags - pre booking
tasman,ag,3,0.1,extra bags - pre booking,extra bags - pre booking
domestic,ag,30,1,extra bags - pre booking,extra bags - pre booking
tasman,ag,16,0.533333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,5,0.166666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,113,3.766666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,9,0.3,extra bags - pre booking,extra bags - pre booking
long haul,ag,88,2.933333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,68,2.266666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,52,1.733333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,212,7.066666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,136,4.533333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,75,2.5,extra bags - pre booking,extra bags - pre booking
tasman,ag,248,8.266666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,353,11.76666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,21,0.7,extra bags - pre booking,extra bags - pre booking
long haul,ag,223,7.433333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,168,5.6,extra bags - pre booking,extra bags - pre booking
domestic,ag,145,4.833333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,238,7.933333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,141,4.7,extra bags - pre booking,extra bags - pre booking
long haul,ag,157,5.233333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,20,0.666666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,29,0.966666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,106,3.533333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,172,5.733333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,19,0.633333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,31,1.033333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,40,1.333333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,78,2.6,extra bags - pre booking,extra bags - pre booking
long haul,ag,96,3.2,extra bags - pre booking,extra bags - pre booking
domestic,ag,66,2.2,extra bags - pre booking,extra bags - pre booking
tasman,ag,159,5.3,extra bags - pre booking,extra bags - pre booking
tasman,ag,271,9.033333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,249,8.3,extra bags - pre booking,extra bags - pre booking
pacific,ag,30,1,extra bags - pre booking,extra bags - pre booking
domestic,ag,63,2.1,extra bags - pre booking,extra bags - pre booking
domestic,ag,91,3.033333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,98,3.266666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,250,8.333333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,38,1.266666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,90,3,extra bags - pre booking,extra bags - pre booking
pacific,ag,1,0.033333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,44,1.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,77,2.566666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,74,2.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,70,2.333333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,155,5.166666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,150,5,extra bags - pre booking,extra bags - pre booking
domestic,ag,103,3.433333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,57,1.9,extra bags - pre booking,extra bags - pre booking
domestic,ag,59,1.966666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,36,1.2,extra bags - pre booking,extra bags - pre booking
tasman,ag,11,0.366666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,31,1.033333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,63,2.1,extra bags - pre booking,extra bags - pre booking
domestic,ag,203,6.766666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,137,4.566666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,9,0.3,extra bags - pre booking,extra bags - pre booking
domestic,ag,132,4.4,extra bags - pre booking,extra bags - pre booking
tasman,ag,131,4.366666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,27,0.9,extra bags - pre booking,extra bags - pre booking
domestic,ag,187,6.233333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,74,2.466666667,extra bags - pre booking,extra bags - pre booking
pacific,ag,66,2.2,extra bags - pre booking,extra bags - pre booking
tasman,ag,74,2.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,76,2.533333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,107,3.566666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,158,5.266666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,210,7,extra bags - pre booking,extra bags - pre booking
long haul,ag,106,3.533333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,269,8.966666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,280,9.333333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,13,0.433333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,277,9.233333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,35,1.166666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,165,5.5,extra bags - pre booking,extra bags - pre booking
domestic,ag,102,3.4,extra bags - pre booking,extra bags - pre booking
domestic,ag,143,4.766666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,220,7.333333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,47,1.566666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,118,3.933333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,161,5.366666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,22,0.733333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,7,0.233333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,225,7.5,extra bags - pre booking,extra bags - pre booking
domestic,ag,8,0.266666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,96,3.2,extra bags - pre booking,extra bags - pre booking
pacific,ag,80,2.666666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,116,3.866666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,25,0.833333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,146,4.866666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,28,0.933333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,159,5.3,extra bags - pre booking,extra bags - pre booking
domestic,ag,69,2.3,extra bags - pre booking,extra bags - pre booking
domestic,ag,88,2.933333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,182,6.066666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,148,4.933333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,114,3.8,extra bags - pre booking,extra bags - pre booking
long haul,ag,237,7.9,extra bags - pre booking,extra bags - pre booking
domestic,ag,180,6,extra bags - pre booking,extra bags - pre booking
domestic,ag,54,1.8,extra bags - pre booking,extra bags - pre booking
domestic,ag,139,4.633333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,220,7.333333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,11,0.366666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,7,0.233333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,115,3.833333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,13,0.433333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,158,5.266666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,10,0.333333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,19,0.633333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,9,0.3,extra bags - pre booking,extra bags - pre booking
long haul,ag,51,1.7,extra bags - pre booking,extra bags - pre booking
domestic,ag,51,1.7,extra bags - pre booking,extra bags - pre booking
tasman,ag,109,3.633333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,121,4.033333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,4,0.133333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,113,3.766666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,106,3.533333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,172,5.733333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,192,6.4,extra bags - pre booking,extra bags - pre booking
tasman,ag,45,1.5,extra bags - pre booking,extra bags - pre booking
long haul,ag,67,2.233333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,33,1.1,extra bags - pre booking,extra bags - pre booking
domestic,ag,71,2.366666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,17,0.566666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,40,1.333333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,60,2,extra bags - pre booking,extra bags - pre booking
long haul,ag,95,3.166666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,105,3.5,extra bags - pre booking,extra bags - pre booking
tasman,ag,14,0.466666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,62,2.066666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,237,7.9,extra bags - pre booking,extra bags - pre booking
tasman,ag,52,1.733333333,extra bags - pre booking,extra bags - pre booking
long haul,ag,127,4.233333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,112,3.733333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,6,0.2,extra bags - pre booking,extra bags - pre booking
domestic,ag,100,3.333333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,2,0.066666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,107,3.566666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,32,1.066666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,14,0.466666667,extra bags - pre booking,extra bags - pre booking
tasman,ag,24,0.8,extra bags - pre booking,extra bags - pre booking
tasman,ag,168,5.6,extra bags - pre booking,extra bags - pre booking
tasman,ag,72,2.4,extra bags - pre booking,extra bags - pre booking
tasman,ag,41,1.366666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,12,0.4,extra bags - pre booking,extra bags - pre booking
domestic,ag,20,0.666666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,99,3.3,extra bags - pre booking,extra bags - pre booking
tasman,ag,142,4.733333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,53,1.766666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,154,5.133333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,70,2.333333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,135,4.5,extra bags - pre booking,extra bags - pre booking
long haul,ag,234,7.8,extra bags - pre booking,extra bags - pre booking
domestic,ag,3,0.1,extra bags - pre booking,extra bags - pre booking
long haul,ag,68,2.266666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,104,3.466666667,extra bags - pre booking,extra bags - pre booking
domestic,ag,60,2,extra bags - pre booking,extra bags - pre booking
domestic,ag,134,4.466666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,104,3.466666667,extra bags - pre booking,extra bags - pre booking
long haul,ag,253,8.433333333,extra bags - pre booking,extra bags - pre booking
pacific,ag,37,1.233333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,168,5.6,extra bags - pre booking,extra bags - pre booking
tasman,ag,36,1.2,extra bags - pre booking,extra bags - pre booking
tasman,ag,13,0.433333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,244,8.133333333,extra bags - pre booking,extra bags - pre booking
domestic,ag,127,4.233333333,extra bags - pre booking,extra bags - pre booking
tasman,ag,104,3.466666667,extra bags - pre booking,extra bags - pre booking
,ag,14,0.466666667,fitzherbert castle motel,hotel
,ag,12,0.4,heartland hotel cotswold,hotel
,ag,3,0.1,heartland hotel cotswold,hotel
,ag,5,0.166666667,heartland hotel cotswold,hotel
,ag,5,0.166666667,ibis styles invercargill,hotel
,ag,14,0.466666667,kiwi international hotel,hotel
,ag,127,4.233333333,kiwi international hotel,hotel
,ag,12,0.4,melbourne parkview hotel,hotel
,ag,0,0,millennium hotel rotorua,hotel
,ag,7,0.233333333,millennium hotel rotorua,hotel
,ag,3,0.1,novotel auckland airport,hotel
,ag,6,0.2,novotel auckland airport,hotel
,ag,2,0.066666667,novotel auckland airport,hotel
,ag,10,0.333333333,novotel auckland airport,hotel
,ag,81,2.7,novotel brisbane airport,hotel
,ag,131,4.366666667,novotel brisbane airport,hotel
,ag,15,0.5,novotel brisbane airport,hotel
,ag,27,0.9,novotel brisbane airport,hotel
,ag,-2,-0.066666667,novotel rotorua lakeside,hotel
,ag,6,0.2,novotel rotorua lakeside,hotel
,ag,56,1.866666667,novotel surfers paradise,hotel
,ag,176,5.866666667,pacific resort rarotonga,hotel
,ag,2,0.066666667,peppers bluewater resort,hotel
,ag,15,0.5,peppers bluewater resort,hotel
,ag,25,0.833333333,pullman sydney hyde park,hotel
,ag,18,0.6,quality hotel wellington,hotel
,ag,0,0,quality hotel wellington,hotel
,ag,8,0.266666667,salerno motel apartments,hotel
,ag,3,0.1,salerno motel apartments,hotel
,ag,7,0.233333333,scenic hotel marlborough,hotel
,ag,69,2.3,scenic hotel marlborough,hotel
,ag,1,0.033333333,scenic hotel marlborough,hotel
,ag,17,0.566666667,scenic suites queenstown,hotel
,ag,16,0.533333333,scenic suites queenstown,hotel
,ag,3,0.1,scenic suites queenstown,hotel
,ag,237,7.9,scenic suites queenstown,hotel
,ag,22,0.733333333,"shangri-la hotel, sydney",hotel
,ag,2,0.066666667,sheraton melbourne hotel,hotel
,ag,4,0.133333333,sofitel sydney wentworth,hotel
,ag,143,4.766666667,stamford plaza melbourne,hotel
,ag,7,0.233333333,stamford plaza melbourne,hotel
,ag,40,1.333333333,swissotel merchant court,hotel
,ag,37,1.233333333,swissotel merchant court,hotel
,ag,102,3.4,the point brisbane hotel,hotel
,ag,8,0.266666667,the point brisbane hotel,hotel
,ag,4,0.133333333,the point brisbane hotel,hotel
,ag,5,0.166666667,the point brisbane hotel,hotel
,ag,36,1.2,the point brisbane hotel,hotel
,ag,64,2.133333333,trinity hotel wellington,hotel
,ag,24,0.8,trinity hotel wellington,hotel
,ag,5,0.166666667,trinity hotel wellington,hotel
,ag,13,0.433333333,trinity hotel wellington,hotel
,ag,71,2.366666667,trinity hotel wellington,hotel
,ag,29,0.966666667,trinity hotel wellington,hotel
,ag,55,1.833333333,trinity hotel wellington,hotel
,ag,2,0.066666667,Burswood Lodge Apartments,hotel
,ag,37,1.233333333,Four Seasons Hotel Sydney,hotel
,ag,158,5.266666667,Peppers Beacon Queenstown,hotel
,ag,21,0.7,alhambra oaks motor lodge,hotel
,ag,2,0.066666667,alhambra oaks motor lodge,hotel
,ag,5,0.166666667,amora riverwalk melbourne,hotel
,ag,57,1.9,bali hai apartments noosa,hotel
,ag,14,0.466666667,bella vista motel mosgiel,hotel
,ag,1,0.033333333,bella vista motel mosgiel,hotel
,ag,60,2,"capri by fraser, brisbane",hotel
,ag,27,0.9,crowne plaza christchurch,hotel
,ag,35,1.166666667,crowne plaza christchurch,hotel
,ag,44,1.466666667,crowne plaza christchurch,hotel
,ag,308,10.26666667,distinction dunedin hotel,hotel
,ag,30,1,distinction dunedin hotel,hotel
,ag,154,5.133333333,distinction dunedin hotel,hotel
long haul,ag,41,1.366666667,extra bags - post booking,extra bags - post booking
tasman,ag,61,2.033333333,extra bags - post booking,extra bags - post booking
domestic,ag,6,0.2,extra bags - post booking,extra bags - post booking
long haul,ag,40,1.333333333,extra bags - post booking,extra bags - post booking
tasman,ag,10,0.333333333,extra bags - post booking,extra bags - post booking
domestic,ag,3,0.1,extra bags - post booking,extra bags - post booking
domestic,ag,29,0.966666667,extra bags - post booking,extra bags - post booking
domestic,ag,22,0.733333333,extra bags - post booking,extra bags - post booking
domestic,ag,77,2.566666667,extra bags - post booking,extra bags - post booking
domestic,ag,17,0.566666667,extra bags - post booking,extra bags - post booking
domestic,ag,40,1.333333333,extra bags - post booking,extra bags - post booking
tasman,ag,39,1.3,extra bags - post booking,extra bags - post booking
pacific,ag,11,0.366666667,extra bags - post booking,extra bags - post booking
tasman,ag,70,2.333333333,extra bags - post booking,extra bags - post booking
domestic,ag,31,1.033333333,extra bags - post booking,extra bags - post booking
pacific,ag,-1,-0.033333333,extra bags - post booking,extra bags - post booking
pacific,ag,22,0.733333333,extra bags - post booking,extra bags - post booking
domestic,ag,205,6.833333333,extra bags - post booking,extra bags - post booking
pacific,ag,29,0.966666667,extra bags - post booking,extra bags - post booking
long haul,ag,3,0.1,extra bags - post booking,extra bags - post booking
tasman,ag,109,3.633333333,extra bags - post booking,extra bags - post booking
pacific,ag,6,0.2,extra bags - post booking,extra bags - post booking
tasman,ag,43,1.433333333,extra bags - post booking,extra bags - post booking
long haul,ag,83,2.766666667,extra bags - post booking,extra bags - post booking
domestic,ag,107,3.566666667,extra bags - post booking,extra bags - post booking
domestic,ag,46,1.533333333,extra bags - post booking,extra bags - post booking
domestic,ag,78,2.6,extra bags - post booking,extra bags - post booking
pacific,ag,3,0.1,extra bags - post booking,extra bags - post booking
domestic,ag,13,0.433333333,extra bags - post booking,extra bags - post booking
tasman,ag,181,6.033333333,extra bags - post booking,extra bags - post booking
